,patent_id,type,country,date,abstract,title,kind,num_claims,withdrawn,subsection_id,Citation#
1451250,5302813,utility,US,12/04/1994," A multi-bit digitizer for a bar code reader for detecting and reading bar code symbols, which are generally printed on a label or on the surface of an article. The multi-bit digitizer detects the presence of edges of a scanned bar code symbol, and also measures the strength of each detected edge therein. During a scanning operation, a sensor senses light reflected from a bar code symbol and produces an analog scan signal representative thereof. Positive and negative edges in the analog scan signal are detected, and timing signals are developed representative thereof. The strength of each detected edge in the analog scan signal is also measured, and digital signals are developed representative thereof. The timing signals and digital signals are directed as inputs to a decoder which performs multiple threshold processing on each individual analog scan signal by processing each analog scan signal a multiple number of times at different detection threshold levels. The ability to perform multiple thresholding on a single scan is significant for the development of very aggressive wands in which only a single scan is available for processing. ",Multi-bit digitizer,A,20,0,G06,0
1875230,7237021,utility,US,26/06/2007,"A network-attached system, device, and method supports storage devices having a plurality of storage device types, such as Fibre Channel storage devices, ATA storage devices, serial attached SCSI storage devices, serial ATA storage devices, and solid stage storage devices. Each storage device having a different storage device type is associated with a set of management rules. The management rules may includes rules for such things as identifying the dedicated storage device, configuring the dedicated storage device, sending disk protocol messages to the dedicated storage device, handling disk protocol message received from the dedicated storage device, and handling error and exception conditions.","Network-attached storage system, device, and method supporting multiple storage device types",B2,26,0,G06,2
3422748,9829735,utility,US,28/11/2017,"There is provided a display device including a first substrate, a second substrate facing the first substrate, a display layer disposed between the first and the second substrates, a light blocking pattern, and a sensing line. The first substrate may include a thin film transistor (TFT) disposed on a base substrate, a first passivation layer disposed on the TFT, a color filter disposed on the first passivation layer, and a second passivation layer disposed on the color filter. The display layer may include a first electrode disposed on the second passivation layer, a third passivation layer disposed on the first electrode, a second electrode disposed on the third passivation layer and connected to the TFT, and an optical layer disposed between the first and the second substrates. The light blocking pattern may be disposed on the third passivation layer. The sensing line may be disposed on the light blocking pattern.",Display device,B2,16,0,G06,9
2059456,7698660,utility,US,13/04/2010,Embodiments provide a shared space for communicating information. In an embodiment a number of users associated with a computing environment can use a shared space to communicate information with one another. Each computing device of the computing environment can include a shared space application. The shared space application includes a number of interactive tools that can be used to persist various communications between associated computing devices of a computing environment.,Shared space for communicating information,B2,19,0,G06,1
1133374,11022719,utility,US,01/06/2021,"In an approach, a method for fusing point data with areal averages is performed by a computing system. The fusion procedure is coherent, in the sense that the computing system takes into account what the areal averages represent with respect to the point data. The overarching goal is to fit a model that takes into account the information derived from both data sets. The areal averages provide an estimate for what the integral of a model representing the behavior of the environmental variable should be over a particular district and the point values indicate the estimated value at particular locations. Thus, the integral of the fitted model over a district of the grid should approximate the value provided by the areal averages while also approximating the value provided by the point data for locations which are provided by the point data.",Statistical blending of weather data sets,B2,20,0,G06,3
111888,10120703,utility,US,06/11/2018,"Technologies are disclosed herein for executing commands within virtual machine (“VM”) instances. A public web service application programming interface (“API”) is exposed within a service provider network that includes methods relating to the execution of commands within VM instances. For example, the API might include a method for obtaining a list of the commands that can be executed within a VM instance. The API might also include a method for requesting the execution of a command within a VM instance. The API might also include a method for requesting data describing the status of the execution of a command within a VM instance. The API might also expose other methods. A software agent executing on a VM instance may be utilized to provide a list of commands that can be executed in the VM, to execute requested commands, and to provide data describing the status of execution of a command.",Executing commands within virtual machine instances,B2,20,0,G06,0
2810219,9094011,utility,US,28/07/2015,"Inventive aspects include a method, apparatus, and system for reducing power switch cells in MTCMOS circuits. Such may include disposing columns of real and virtual power straps orthogonally over rows of logic cells. A first power switch cell can be disposed over a real and a virtual power strap in a first column, and collinear with a first row of logic cells. A second power switch cell can be disposed over a real a virtual power strap in a second column, and collinear with a fifth row of logic cells. A third power switch cell can be disposed over a real a virtual power strap in a third column, and collinear with a third row of logic cells. A fourth power switch cell can be disposed over a real a virtual power strap in a fourth column, and collinear with a seventh row of logic cells.",Power gate switch architecture,B2,16,0,G06,0
2813698,9098773,utility,US,04/08/2015,"A system and method of detecting one or more objects in a three-dimensional point cloud scene are provided. The method includes receiving a three-dimensional point cloud scene, the three-dimensional point cloud scene comprising a plurality of points; classifying at least a portion of the plurality of points in the three-dimensional point cloud into two or more categories by applying a classifying-oriented three-dimensional local descriptor and learning-based classifier; extracting from the three-dimensional point cloud scene one or more clusters of points utilizing the two or more categories by applying at least one of segmenting and clustering; and matching the extracted clusters with objects within a library by applying a matching-oriented three-dimensional local descriptor.",System and method of detecting objects in scene point cloud,B2,20,0,G06,0
528773,10521274,utility,US,31/12/2019,"Systems and methods are disclosed for calculating and utilizing a variable CPU weighting factor for host configuration optimization in a data center environment. According to one illustrative embodiment, implementations may utilize actual workload profiles to generate variable CPU weighting factor(s) to optimize host configurations.",Systems and methods relating to host configuration optimization in a data center environment,B2,20,0,G06,0
966439,10888296,utility,US,12/01/2021,"A method and system for determining a dose of modulation (DOM) profile are provided. The method may include obtaining a 3D image and a topogram image of the object. The method may further include obtaining a dose of modulation (DOM) profile generation model. The DOM profile generation model may be generated by training a preliminary model based on a plurality of sample CT images, a plurality of sample 3D images corresponding to the plurality of sample CT images, respectively, and a plurality of sample topogram images corresponding to the plurality of sample CT images, respectively. The method may further include executing the DOM profile generation model to generate a DOM profile related to a computed tomography (CT) scan of the object based on the 3D image and the topogram image of the object.",Methods and systems for modulating radiation dose,B2,9,0,G06,3
3184947,9552865,utility,US,24/01/2017,"A system that calibrates timing relationships between signals involved in performing write operations is described. This system includes a memory controller which is coupled to a set of memory chips, wherein each memory chip includes a phase detector configured to calibrate a phase relationship between a data-strobe signal and a clock signal received at the memory chip from the memory controller during a write operation. Furthermore, the memory controller is configured to perform one or more write-read-validate operations to calibrate a clock-cycle relationship between the data-strobe signal and the clock signal, wherein the write-read-validate operations involve varying a delay on the data-strobe signal relative to the clock signal by a multiple of a clock period.",Method and apparatus for calibrating write timing in a memory system,B2,20,0,G06,0
761788,10720796,utility,US,21/07/2020,"In described examples, an apparatus includes: at least one resonant circuit for receiving a radio frequency signal; a rectifier coupled to the resonant circuit to output a first rectified signal with a constant level portion and a portion matching a first portion of the radio frequency signal, and to output a second rectified signal having a constant level portion and a portion that matches a second portion of the radio frequency signal; a first limiter circuit to limit a voltage of the first rectified signal to a predetermined maximum voltage level; a second limiter circuit to limit the voltage of the second rectified signal to the predetermined maximum voltage level; a third limiter circuit to limit a voltage of the first rectified signal to a predetermined minimum voltage level; and a fourth limiter circuit to limit the voltage of the second rectified signal to the predetermined minimum voltage level.",Methods and apparatus for antenna signal limiter for radio frequency identification transponder,B2,10,0,G06,4
600863,10582066,utility,US,03/03/2020,"A control unit in an MFP determines whether a connection request from a communication device carried by a user has been received. If the control unit determines that the connection request has been received, then the control unit issues network identification information and transmits it to the communication device. When a connection is established, the control unit automatically alters the operation screen to an operation screen related to image processing based on the information transmitted/received to/from the communication device, and accepts an operation to execute image processing.",Image processing device and image processing system,B2,10,0,G06,0
535721,10528279,utility,US,07/01/2020,"A storage management server includes a memory storing management information and a management program and a processor executing the management program with reference to the management information, and manages a storage resource allocated to a server resource. The management information includes group mapping information for converting a first parameter of the server resource into a second parameter of the storage resource. The processor receives an operation on the server resource and the first parameter and converts the operation on the server resource into an operation on the storage resource based on preset information. The processor converts the first parameter of the server resource into the second parameter of the storage resource with reference to the group mapping information, specifies the storage resource included in the second parameter, and gives an instruction to operate the storage resource.","Storage management server, method of controlling storage management server, and computer system",B2,12,0,G06,0
883864,10824435,utility,US,03/11/2020,"A method is provided for a computer to allocate a resource from a clustered file system (CFS) volume stored on one or more physical storage devices to a file. The CFS volume includes resources organized into resource clusters and the resource clusters make up regions. The method includes, for each region of resource clusters, determining a first count of resources allocated to the host computer and a second count of resources allocated to all other host computers, and calculating a region weight based on the first count and the second count. The method further includes sorting a list of the regions based on their region weights, selecting a region at or near the start of the list, and allocating the resource from a resource cluster in the selected region to the file.",Region to host affinity for block allocation in clustered file system volume,B2,15,0,G06,0
421207,10423315,utility,US,24/09/2019,"The invention provides a method for a user to input individualized primitive data and equipment and a system. The method comprises the following steps of: detecting an input sequence on user equipment; performing match search on the input sequence to acquire one or more matched local individualized primitive data options; and selecting the matched local individualized primitive data options as candidate options, and displaying the candidate options to the user to select. By the method, the equipment and the system, the defect that only character input and symbol input are supported by a traditional input method is overcome; the input of multiple types of individualized primitive data including pictures, audios/videos, style template user-defined characters and the like is realized by the input method; and the user experience is enhanced.","Instant messaging method, client, and system based on graph grid",B2,15,0,G06,2
2523349,8645093,utility,US,04/02/2014,"A multi-dimensional sensor, a magnetometer or accelerometer, is calibrated based on the raw data provided by the sensor. Raw data is collected and may be used to generate ellipse or ellipsoid parameters, for a two-dimensional or three-dimensional sensor, respectively. An offset calibration factor is calculated based on the raw data, e.g., the determined ellipse or ellipsoid parameters. A sensitivity calibration factor is then calculated based on the offset calibration factor and the raw data. A non-orthogonality calibration factor can then be calculated based on the calculated offset and sensitivity calibration factors. Using the offset, sensitivity and non-orthogonality calibration factors, the raw data can be corrected to produce calibrated data.","Calibrating multi-dimensional sensor for offset, sensitivity, and non-orthogonality",B2,39,0,G06,20
1334882,11176553,utility,US,16/11/2021,"A method of performing a transaction between a first user of a first input device, and a second user of a second input device, the method includes generating, via the first input device, a transaction request with a with a first effort-based identity token associated with first user, receiving a response with the token and a validation key obtained from a validation server via the second input device based on a second effort-based identity token associated with the second user and a second user effort, providing the second user effort and second effort-based identity token to the validation server, receiving a second effort validation key from the validation server, and sending the transaction with the first user and second user identity-based tokens and first and second effort validation keys to the second person to complete the transaction while ensuring both the first and second users are consistent throughout the transaction.",Method and system providing peer effort-based validation,B2,20,0,G06,3
1705624,6661424,utility,US,09/12/2003,"Methods and apparatus are provided for performing scene anti-aliasing in a computer graphics system including a rasterizer, a texture mapping subsystem and a frame buffer. The method includes the steps of defining a supersample image buffer and a single sample image buffer, using the rasterizer to render a supersampled image to the supersample image buffer, and using the texture mapping subsystem to downsample the supersample image to the single sample image buffer. The downsampled image in the single sample image buffer is anti-aliased. The supersample image buffer and the single sample image buffer are preferably allocated in the frame buffer. The downsampling operation is preferably performed at the time of double buffer swap.",Anti-aliasing in a computer graphics system using a texture mapping subsystem to down-sample super-sampled images,B1,21,0,G06,2
2173479,7953771,utility,US,31/05/2011,"A dispersed data storage system includes a plurality of slice servers. In the system, a first set of the slice servers supports a first virtual digital data storage vault and a second set of the slice servers supports a second virtual digital data storage vault. A slice server is in the first and second sets and functions to: receive a request to access a virtual digital data storage vault; determine whether the virtual digital data storage vault is the first or the second virtual digital data storage vault; when the virtual digital data storage vault is the first or the second virtual digital data storage vault, determine whether the request is valid; and when the request is valid, execute the request to generate a response.",Virtualized data storage vaults on a dispersed data storage network,B2,11,0,G06,0
2702212,8935553,utility,US,13/01/2015,"A semiconductor device 1 includes a clock generation circuit 15 that changes a frequency of an output clock signal according to a control signal div, an arithmetic circuit (e.g., CPU0) that operates according to the clock signal, a storage circuit (e.g., IC0) that is activated according to access from the arithmetic circuit CPU0, a memory access detection unit 12 that detects a number of accesses from the arithmetic circuit CPU0 to the storage circuit IC0, and when the number of accesses increases, outputs a request signal (e.g., psreq1), and a clock control circuit 14 that generates the control signal div for lowering the frequency of the clock signal according to the request signal psreq1. ","Semiconductor device, radio communication terminal using same, and clock frequency control method",B2,21,0,G06,6
1127741,11016987,utility,US,25/05/2021,"Disclosed are systems, methods, and non-transitory computer-readable storage media for shared folder backed integrated workspaces. In some implementations, a content management system can provide a graphical user interface (GUI) that integrates communications and content management into a single user interface. The user interface can include mechanisms that allow a user to provide input to generate a new workspace. The user interface can provide a mechanism to allow a user to view conversations related to the workspace and/or content items associated with the workspace. The user interface can present representations of content items associated with the workspace and allow the user to provide input to generate, view, edit, and share content items associated with the workspace.",Shared folder backed integrated workspaces,B2,20,0,G06,62
166906,10175940,utility,US,08/01/2019,"A managing device (10) includes: a display (11) that displays, as a selectable object, a process executable under a current state; an inputter (12) that accepts an inputting with voice; a selector (13) which compares the displayed process with the inputting accepted while the selectable object is being displayed, and which selects any one of the displayed processes; an executor (14) that executes the selected process; and a state changer (15) that changes the current state to a new state based on the current state and a result of the selected process upon completion of the selected process. When the selected process starts, the display (11) displays, as a pre-settable object, a process becoming executable in a state prospectively changed upon completion of the selected process.","Managing device, management method, recording medium, and program",B2,24,0,G06,1
532958,10522251,utility,US,31/12/2019,Methods and systems for activity monitoring include capturing an infrared image of an environment that comprises at least one patient being monitored and at least one infrared-emitting tag. A relationship between the patient being monitored and the at least one infrared-emitting tag is determined. An activity conducted by the patient being monitored is determined based on the relationship between the patient being monitored and the at least one infrared-emitting tag. A course of treatment for the patient being monitored is adjusted based on the determined activity.,Infrared detectors and thermal tags for real-time activity monitoring,B2,8,0,G06,22
1568729,5990720,utility,US,23/11/1999," An object of the invention is to provide a coordinate input apparatus which phase-shifts an input signal in accordance with temperature and corrects a phase shift due to a change in temperature, thereby performing coordinate input. A phase shift unit of a temperature phase shift circuit is constituted by connecting two thermistors having the same temperature characteristics and two capacitors having the same capacitance to constitute a bridge circuit. An output (Eout) has a gain of 1 with respect to an input (Ein) and is phase-shifted by tan.sup.-1 [(-2.omega.CR)/.+-.(1-.omega.CR).sup.2)], where R represents a value which exponentially varies in accordance with temperature. For this reason, the output signal can be phase-shifted in accordance with a change in temperature. When this circuit is applied to a coordinate input apparatus using an ultrasonic wave vibration, the phase shift of a vibration due to variations in temperature is corrected, thereby enabling coordinate input stable with respect to changes in temperature. ",Temperature phase shift circuit and coordinate input apparatus,A,16,0,G06,4
2212148,8037018,utility,US,11/10/2011,"The present invention provides a system and method for creating, accessing and managing self-validating documents in supply chain management, documentation services in which at least one alphanumeric string is extracted from a document, relevant alphanumeric strings are determined from the extracted alphanumeric strings by a comparison in sequence and in combination with terms related to materials in a dictionary database of common material terms, and storing matched alphanumeric strings in a data processing system. This system and method provides, among other things, the ability to validate compliance certifications, including via access to underlying source documentation.",Document validation system and method,B2,8,0,G06,1
2029795,7629858,utility,US,08/12/2009,"One aspect relates to an oscillator, and various oscillator embodiments comprise an amplifier and line driver with an input and an output and a transmission line with a predetermined transmission signal time delay. The output is adapted to produce an inverted signal with respect to a signal received at the input. The transmission line has a first end connected to the output and a second end connected to the input. Other aspects and embodiments are provided herein.",Time delay oscillator for integrated circuits,B2,24,0,G06,0
313752,10321958,utility,US,18/06/2019,"Embodiments include a system for determining cardiovascular information for a patient. The system may include at least one computer system configured to receive patient-specific data regarding a geometry of the patient's heart, and create a three-dimensional model representing at least a portion of the patient's heart based on the patient-specific data. The at least one computer system may be further configured to create a physics-based model relating to a blood flow characteristic of the patient's heart and determine a fractional flow reserve within the patient's heart based on the three-dimensional model and the physics-based model.",Method and system for image processing to determine patient-specific blood flow characteristics,B2,19,0,G06,105
3221070,9594857,utility,US,14/03/2017,Novel methods and systems for antenna design are disclosed. A quadruple-ridged flared horn antenna can be designed based on geometry and frequency requirements. Automated optimization allows the design of antennas with decade-bandwidth. Optimized quadruple-ridged flared horn antennas can be used for radio astronomy.,Methods for designing quadruple-ridged flared horn antennas,B2,9,0,G06,0
641044,10616710,utility,US,07/04/2020,"A communication system with a master device configured to determine location information in real-time with respect to a portable device. The master device may direct one or more monitor devices to monitor communications that occur over a primary communication link. The monitor devices may sense characteristic information about the signal from the portable device, and communicate this characteristic information to the master device via an auxiliary communication link. The communication system may determine location of the portable device, authenticate the portable device, determine whether the portable device is authorized to allow or initiate an action, and command or enable an action with respect to equipment.",System and method for establishing real-time location,B2,23,0,G06,4
1168679,11048565,utility,US,29/06/2021,"A control system (2) includes hardware (111), an inter-application interference prevention processing unit (119) that operates in the hardware (111), controller applications (114) that operate on the inter-application interference prevention processing unit (119), and a selection processing unit (115). The controller applications (114) each perform a predetermined calculation on an input value and output a calculated value as a calculation result. The selection processing unit (115) selects one output value based on the calculated values outputted by the controller applications (114) and outputs the output value.",Control system and control apparatus,B2,15,0,G06,6
410436,10410323,utility,US,10/09/2019,"A projector includes a position detecting section that detects a pointing action, a projection section that projects handwritten characters on a screen based on the pointing action, and a UI controller that determines, based on the display direction of the displayed handwritten characters, the display direction of a UI screen that allows manipulation of the handwritten characters and projects the UI screen on the screen on the basis of the determined display direction.","Display apparatus, information processing apparatus, and information processing method for displaying a second image that includes options for manipulating a first image",B2,8,0,G06,4
562846,10552074,utility,US,04/02/2020,"One embodiment provides a method comprising storing a first set of explicitly enumerated data values in a first window data structure associated with a first time span. The method further comprises storing one or more sets of summary statistics in a second set of window data structures. Each window data structure of the second set of window data structures is associated with a time span older than the first time span. The one or more sets of summary statistics are based on a second set of data values. The method further comprises storing a third set of explicitly enumerated data values in a third set of window data structures, wherein each data value of the third set of explicitly enumerated data values is annotated.",Summarized data storage management system for streaming data,B2,20,0,G06,2
345919,10353685,utility,US,16/07/2019,"The method for model management includes, within a testing platform: building candidate model(s), validating the candidate model(s), and selectively deploying the candidate model(s) into a production environment. The method can optionally include, within a production environment: detecting a class instance based on the raw data using deployed model(s) within the production environment, and transmitting a notification to an endpoint associated with the detected class.",Automated model management methods,B2,20,0,G06,0
1387476,4160900,utility,US,10/07/1979," The drawings illustrate a switch and latch arrangement responsive to vehicular odometer movement and including means formed at a predetermined location on one of the odometer number wheels, indicative of a predetermined cumulative vehicle travel, for pivoting suitable magnetic shunt means from a first position out of the path of lines of flux extending from a permanent magnet to a magnetically actuated reed switch to a second position in the path of the lines of flux, in order to selectively control an external device electrically connected to the reed switch. ",Mileage switch and latch means,A,3,0,G06,0
3358824,9753686,utility,US,05/09/2017,"Systems, apparatuses and methodologies, for an administrator to configure a flexible document workflow are provided. A workflow creation interface may be provided on a terminal (e.g., via application software) for an administrator to create and register document workflow profiles. Such workflow creation interface may be configured to include a processing location selector to receive selection by the administrator of (i) a processing location amongst plural processing locations or (ii) automatic determination. Such processing location selection may be on a connector-by-connector basis or for the entire workflow. For example, the administrator can register multiple versions of a workflow, to be processed at respective processing locations. As another example, a hybrid workflow can be created in which some workflow connectors or components are performed at one location acid other workflow connectors or components are performed at another location. In another aspect, a workflow validation module may be provided to permit the administrator to test a workflow profile (e.g., a hybrid workflow).","Document processing system, document workflow application and document processing method, configured for flexible workflow",B2,17,0,G06,0
2952645,9275191,utility,US,01/03/2016,"A computer implemented method for determining the 3-dimensional shape of an implant to be implanted into a subject includes obtaining a computer readable image including a defective portion and a non-defective portion of tissue in the subject, superimposing on the image a shape to span the defective portion, and determining the 3-dimensional shape of the implant based on the shape that spans the defective portion.",Methods and systems for producing an implant,B2,13,0,G06,4
1205483,11074915,utility,US,27/07/2021,A voice interaction device includes a processor configured to recognize an utterance content from data of voice of a speaker. The processor is configured to perform voice interaction with the speaker by repeating a process of generating data of an utterance sentence based on the utterance content of the speaker and outputting the data of an utterance sentence by voice. The processor is configured to generate the data of the utterance sentence for inquiring about conditions of the speaker and to output the data of the utterance sentence by voice during execution of the voice interaction with the speaker.,"Voice interaction device, control method for voice interaction device, and non-transitory recording medium storing program",B2,8,0,G06,1
1321708,11167384,utility,US,09/11/2021,"A system and method for dismantling components of electronic media electronic storage devices such as hard disk drives, solid state drives and hybrid hard drives. The components are dismantled in a nondestructive manner so as to be capable of reuse. First devices loosen the various components of the storage device, Second devices are provided for removing components from the storage device. A holding chassis receives the storage device, and moves the storage device for engagement with the first and second devices. A mechanism may be provided for destroying the data containing portion of the electric storage device when it is removed from the storage device. A database of information concerning past and current storage devices including their configurations, component locations and screw/fastener locations is provided along with a scanning system for retrieving information about the storage device being introduced into the system. The scanned information and information from the database is used to control and position the first and second devices and holding chassis.",Hard drive non-destructive dismantling system,B2,24,0,G06,17
693479,10664363,utility,US,26/05/2020,"Embodiments of the present disclosure provide a method for a storage system, a storage system and a computer program product. The method comprises determining a first drive in a drive array is temporarily unavailable. The method further comprises setting the first drive in a frozen state. The method further comprises: in response to receiving a write request for the first drive during the frozen state, pending the write request or recording the write request in a second drive in the drive array. The method further comprises: in response to receiving a read request for the first drive during the frozen state, reconstructing data to which the read request is directed through data stored in a third drive in the drive array.",Availability of a storage system,B2,18,0,G06,0
1720865,6728331,utility,US,27/04/2004,"A method and system for generating a plurality of clinically useful images in a short time frame using a single imaging system. The system and method include using a single computer tomography (CT) system for generating a scout image configured to prescribe a tomographic axial/helical or target image and processing the scout projection data of the scout image to generate an enhanced scout image. The enhanced scout image and the target image are displayed, wherein the enhanced scout image and said target image are clinically useful images for diagnostic purposes provided by the single imaging system. More specifically, the single CT generates the enhanced scout image resembling an x-ray radiograph and the target image as a CT scan image.",Method and system for trauma application of CT imaging,B1,30,0,G06,1
2757225,9020953,utility,US,28/04/2015,"A high efficiency search table is implemented with a multiple hash algorithm. The search table allows for exact match searching of arbitrary data sets with fixed latency. The probability of collisions from the hash algorithms is reduced through the use of oversized pointer tables allowing for a level of indirection between hash values and table entries. In the event of a collision in all hash functions, a firmware assisted cuckoo algorithm is employed to resolve the collision.",Search table for data networking matching,B1,19,0,G06,0
2370027,8362927,utility,US,29/01/2013,"Advertisement systems and methods are provided for use in connection with notification services or systems. One such method, among others that are disclosed, can be practiced by performing at least the following steps: (a) monitoring travel data associated with a mobile thing; (b) contacting a party based upon the travel data; (c) providing an advertisement to the party during the contact; and (d) charging a fee for or otherwise monetarily benefiting from providing the advertisement.",Advertisement systems and methods for notification systems,B2,30,0,G06,20
2162650,7930537,utility,US,19/04/2011,"Methods and systems are arranged to control the decryption of an encrypted application in a device executing the application, the device arranged with a secure environment to which access is strictly controlled by a device processor. The application is divided into an installation part that establishes proper set up of the application and a protected part which is to be executed in the secure environment. An advantage with the invention is that the application provider has the freedom to control the decryption of the application software. Since it is performed in the secure environment, the owner of the device is unable to access the application and thereby copy, read or manipulate it. Moreover, the application provider handles the installation of the encrypted application and the key for decrypting the application, and is thus given the possibility to handle the encryption/decryption schemes and the key management.",Architecture for encrypted application installation,B2,32,0,G06,3
979435,10901527,utility,US,26/01/2021,"Disclosed is an optical navigation system, which comprises: a main control circuit; an activating device, coupled to the main control circuit; and an optical sensor, coupled to the main control circuit and the activating device. The main control circuit controls the activating device to transit from a first standby mode to a first active mode when the optical sensor enters a second standby mode. The activating device generates an activating command to transit the optical sensor from the second standby mode to a second activate mode corresponding to a specific action, when the activating device is in the first active mode. By this way, the optical sensor can be activated via another device rather than the optical data sensed by itself, thus the power consumption can be reduced.",Optical navigation system and non-transitory computer readable medium can perform optical navigation system control method,B2,22,0,G06,0
492129,10489156,utility,US,26/11/2019,"Embodiments are generally directed apparatuses, methods, techniques and so forth to receive a sled manifest comprising identifiers for physical resources of a sled, receive results of an authentication and validation operations performed to authenticate and validate the physical resources of the sled, determine whether the results of the authentication and validation operations indicate the physical resources are authenticate or not authenticate. Further and in response to the determination that the results indicate the physical resources are authenticated, permit the physical resources to process a workload, and in response to the determination that the results indicate the physical resources are not authenticated, prevent the physical resources from processing the workload.",Techniques to verify and authenticate resources in a data center computer environment,B2,25,0,G06,0
1935041,7395552,utility,US,01/07/2008,A team based row level security system and method are provided that permits items of data to be shared across a team.,Team based row level security system and method,B2,27,0,G06,0
3312809,9699336,utility,US,04/07/2017,"A function setting device includes a first operator and a second operator. The first operator is operated for selecting one function item from among plural function items forming a first menu and for setting the selected function item and for then selecting one function value from among plural function values of the set function item forming a second menu and for setting the selected function value, the second menu being provided for each function item. One function item is assigned to the second operator. The second operator sets the selection of the assigned function item when the second operator is operated for the first time and selects one function value from among plural function values of the set function item forming the second menu every time the second operator is operated for a subsequent time.",Function setting device and image forming apparatus,B2,7,0,G06,13
1868939,7218770,utility,US,15/05/2007,"A computer-implemented method for inspecting BGA components using a ball grid array model thereof in semiconductor surface mounted devices. The method comprises setting a plurality of regions of interest (ROIs) for all BGA balls to be modeled, building a first grid model that includes coordinates and a diameter of the BGA balls in the plurality of ROIs, setting a plurality of regions of interest (ROIs) containing a BGA body to be modeled, detecting four body boundaries to localize four corner coordinates, determining a body orientation from orientations of four boundaries, calculating an orientation of each boundary by the projection of the edge of boundary, and comparing the BGA components with an obtained BGA model to inspect the BGA components based on ball sizes and ball distributions.",Ball grid array modeling for inspecting surface mounted devices,B2,26,0,G06,0
882984,10824305,utility,US,03/11/2020,"A computational instance of a remote network management platform may be associated with a managed network and include a database containing: (i) indications of software applications installed on computing devices of the managed network, and (ii) indications of software models that respectively define publisher, product, and licensing information related to the software applications. The computational instance may include a server device configured to (i) generate a representation of a first graphical user interface, (ii) transmit, to a client device associated with the managed network, the representation of the first graphical user interface, (iii) receive, from the client device, a selection, (iv) based on the particular set of the software applications and the particular set of the software models, generate a representation of a second graphical user interface, and (v) transmit, to the client device, the representation of the second graphical user interface.",Graphical user interfaces for software asset management,B1,20,0,G06,0
1575197,6020970,utility,US,01/02/2000," A document in AFP format is converted to a document in PostScript format. Each object in an AFP file is scanned. A check is made to determine if the scanned object is appropriate. If the scanned object is not appropriate, an error message is generated. If the scanned object is appropriate, the scanned object is converted to PostScript format. The converted object to is written to a PostScript file. If the scanned object is a text object, the converted object includes text, lines, and font changes. If the scanned object is a font object, an AFP font name is mapped to a Postscript font name which is added to a list of necessary fonts in the PostScript file. ",AFP to PostScript conversion method,A,6,0,G06,0
1044008,10949806,utility,US,16/03/2021,"A spatial event map system including server-side data processor that maintains a spatial event map which locates events in a workspace. The spatial event map includes a log of events, entries in the log having a location of a graphical target of the event in the workspace and a time. The system includes logic to send messages including an event, a location of a graphical target of the event in the workspace and a time, to client-side network nodes; and to receive messages identifying events that create or modify a graphical target, and to add corresponding entries to the log of events. The events can include history events that are sent to the other client-side network nodes, and added to the log for the corresponding history events, and ephemeral events that are sent to other client-side network nodes without adding corresponding entries in the log.",Collaboration system including a spatial event map,B2,41,0,G06,19
2127434,7853469,utility,US,14/12/2010,A system and method are provided for predicting small business behavior by analysis of consumer payment card transaction data. Transaction and amount velocity analysis of industry categories and/or real-time transaction-based profiling is employed to identify those consumer payment card accounts that are being inappropriately used to make small business purchases. A small business behavior predictor model is used to score transaction data and update cardholder profiles according to the likelihood that the transaction data represents small business activity.,Methods and systems for predicting business behavior from profiling consumer card transactions,B2,11,0,G06,0
212105,10222215,utility,US,05/03/2019,"Example implementations relate to map generation and alignment. For instance, a computing system may receive and use sensor data indicative of positions of multiple markers positioned relative to a sensor within an environment to determine a pose of the sensor and also create a map that indicates the markers positions. The computing system may also receive and use subsequent sensor data indicative of distances from the sensor to surfaces in the environment and the determined pose of the sensor to determine an occupancy grid map that represents the surfaces within the environment. The computing system may then determine a transformation between the map of the markers and a design model of the environment that relates occupied cells in the occupancy grid map to sampled points from the design model, and provide the transformation between the map of the plurality of markers and the design model.",Methods and systems for map generation and alignment,B2,19,0,G06,0
